143;SMOOTHIES FRUTI BOSCO;13806;Smusi Bacca;12; ; ;11;SS ALCOOL; ; ;2;TVA 10%;2;TVA 10%;64;26;COCKTAILS -->; ;; ;SMOOTHIES FRUTI BOSCO;
144;CH. TOUR L'ANGELOT 2009;13198;CH. TOUR L'ANGELOT 2009;110; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;4;BORDEAUX  -->; ;; ;CH. TOUR L'ANGELOT 2009;
145;ROC DE CAMBES;13083;ROC DE CAMBES;200; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;4;BORDEAUX  -->; ;; ;ROC DE CAMBES;
146;BOLLINGER 0.75;13038;BOLLINGER 0.75;85; ; ;16;CHAMP BRUT; ; ;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;BOLLINGER 0.75;
147;BOLLINGER ROSE;13528;BOLLINGER ROSE;170; ; ;17;CHAMP ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;BOLLINGER ROSE;
148;MAG BOLLINGER;13527;MAG BOLLINGER;220; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;MAG BOLLINGER;
149;MAG BOLLINGER ROSE;13529;MAG BOLLINGER ROSE;280; ; ;17;CHAMP ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;MAG BOLLINGER ROSE;
150;LAURENT PERRIER BRUT;13098;LAURENT PERRIER BRUT;110; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;LAURENT PERRIER BRUT;
151;LAURENT PERRIER ROSE;13614;BT.LAURENT PERRIER ROSE;125; ; ;17;CHAMP ROSE;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;BT.LAURENT PERRIER ROSE;
152;MAG LAURENT PERRIER BRUT;13100;MAG LAURENT PERRIER BRUT;240; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;MAG LAURENT PERRIER BRUT;
153;MAG LAURENT PERRIER ROSE;13099;MAG LAURENT PERRIER ROSE;270; ; ;17;CHAMP ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;MAG LAURENT PERRIER ROSE;
154;DOM RUINART 2004;12831;DOM RUINART 2004;290; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;DOM RUINART 2004;
155;RUINART BL ;13079;RUINART BL;180; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;RUINART BL ;
156;DOM PERIGNON 2004;12296;DOM PERIGNON;350; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;BT.DOM PERIGNON 2004;
157;DOM PERIGNON ROSE;13506;DOM PERIGNON ROSE;800; ; ;17;CHAMP ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;DOM PERIGNON ROSE;
158;KRUG;12380;KRUG;450; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;BT.KRUG;
159;KRUG CLOS DU MESNIL;12381;KRUG CLOS DU MESNIL;2000; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;KRUG CLOS DU MESNIL;
160;MAG KRUG;13505;MAG KRUG;1100; ; ;16;CHAMP BRUT;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;MAG KRUG;
161;CRISTAL 07;12274;CRISTAL 07;380; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;CRISTAL 07;
162;MAG CRISTAL 2007;12408;MAG CRISTAL 2007;800; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;CRISTAL MAG 2007;
163;AGRAPART/GRAND CRU;12292;AGRAPART/GRAND CRU;95; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;AGRAPART/GRAND CRU;
164;TAITTINGER/COMTES 2006;13648;TAITTINGER/COMTES 2006;380; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;TAITTINGER/COMTES 2006;
165;SALON 2004;12833;SALON 2004;680; ; ;16;CHAMP BRUT;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;SALON 2004;
166;SMOOTHIES MANGO;13808;Smusi Mango;12; ; ;11;SS ALCOOL; ; ;2;TVA 10%;2;TVA 10%;64;26;COCKTAILS -->; ;; ;SMOOTHIES MANGO;
167;CH.LEOUBE BL 2015;13176;CH.LEOUBE BL 2015;40; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;CH.LEOUBE BL 2015;
168;MAG CH.LEOUBE LE SECRET;13177;MAG CH.LEOUBE LE SECRET ;100; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;MAG CH.LEOUBE LE SECRET;
169;CH.LEOUBE LE SECRET;13175;CH.LEOUBE LE SECRET;50; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;CH.LEOUBE LE SECRET;
170;JER CH.LEOUBE LE SECRET ROSE;13178;JER CH.LEOUBE LE SECRET;200; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;JER CH.LEOUBE LE SECRET;
171;DOMAIN OTT/CL MIREILLE 2016;12193;BT.DOMAIN OTT/CLOS MIREILLE ;60; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;BT.DOMAIN OTT 2014;
172;PALETTE/HENRY BL 2013;13649;PALETTE/HENRY BL 2013;72; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;PALETTE/HENRY BL 2013;
173;DOMAIN DE TREVALLON BL ;12797;BT.DOMAIN DE TREVALLON 2013;130; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;BT.DOMAIN DE TREVALLON ;
174;CROZES HERMITAGE BL;13092;CROZES HERMITAGE BL;40; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;CROZES HERMITAGE BL;
175;CROZES HERMITAGE 2013;13293;CROZES HERMITAGE 2013;65; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;CROZES HERMITAGE 2013;
176;CONDRIEU BL;13210;BT.CONDRIEU 2015;110; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;BT.CONDRIEU;
177;HERMITAGE/ LE CHEVALIER 2012;13650;HERMITAGE/ LE CHEVALIER 2012;100; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;HERMITAGE/ LE CHEVALIER 2012;
178;HERMITAGE/CHAVE 2012;13652;HERMITAGE/CHAVE 2012;340; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;HERMITAGE/CHAVE 2012;
179;RULLY/DROUHIN 2014;12545;RULLY/DROUHIN 2014;45; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;RULLY/DROUHIN 2014;
180;CHABLIS 2015;13200;CHABLIS 2015;45; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;CHABLIS 2015;
181;NUITS SAINT GEORGES BL;13123;NUITS SAINT GEORGES BL;90; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;NUITS SAINT GEORGES BL;
182;CHASSAG MONTRACHET;13076;CHASSAG MONTRACHET;110; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;CHASSAG MONTRACHET;
183;MEURSAULT 1ER CRU CHARM;13077;MEURSAULT 1ER CRU CHARM;140; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;MEURSAULT 1ER CRU CHARM;
184;SMOOTHIES BANANA;13809;Smusi Banan;12; ; ;11;SS ALCOOL; ; ;2;TVA 10%;2;TVA 10%;64;26;COCKTAILS -->; ;; ;SMOOTHIES BANANA;
185;MAG PULIGNY 1ER 2013;13208;MAG PULIGNY 1ER 2013;390; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;MAG PULIGNY 1ER 2013;
186;CORTON CHARLEMAGNE/CLAIR;12262;CORTON CHARLEMAGNE/CLAIR 2011;270; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;CORTON CHARLEMAGNE/CLAIR 2011;
187;MAG CORTON CHARL/CLAIR 2011 ;12407;MAG CORTON CHARL/CLAIR 2011;520; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;MAG CORTON CHARL/CLAIR 2011 ;
188;CHEVALIER MONTR/PRIEUR 2013;12239;CHEVALIER MONTR/PRIEUR 2013;560; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;CHEVALIER MONTR/PRIEUR 2013;
189;POUILLY FUME TERRES 2016;13096;POUILLY FUME TERRES 2016;60; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;POULLY FUME TERRES 2016;
190;SANCERRE CLOS DU ROY 2016;13095;SANCERRE CLOS DU ROY 2016;70; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;SANCERRE CLOS DU ROY 2016;
191;SANCERRE/ BOURGEOIS 2013;12553;SANCERRE/ BOURGEOIS 2013;60; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;SANCERRE/ BOURGEOIS 2013;
192;SAUMUR/BREZE 2014;13653;SAUMUR/BREZE 2014;70; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;SAUMUR/BREZE 2014;
193;POUILLY FUME BARON L;13091;POUILLY FUME BARON L;165; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;POUILLY FUME BARON L;
194;BLANC FUME DE POUILLY/DIDIER 2;13654;BLANC FUME DE POUILLY/DIDIER 2012;180; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;BLANC FUME DE POUILLY/DIDIER 2;
195;BUISSON RENARD ;13206;BT.BUISSON RENARD 2012;210; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;BT.BUISSON RENARD ;
196;POULLY FUME SILEX 2013;13203;POULLY FUME SILEX 2013;270; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;POULLY FUME SILEX 2013;
197;GEWURZTRAMINER 2014;13201;GEWURZTRAMINER 2014;70; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;66;ALSACE; ;; ;GEWURZTRAMINER 2014;
198;PINO GRIS/ROTENBERG ;13655;PINO GRIS/ROTENBERG ;80; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;66;ALSACE; ;; ;PINO GRIS/ROTENBERG ;
199;SYMPHONIE ROSE ;13307;SYMPHONIE ROSE ;40; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;SYMPHONIE ROSE ;
200;SMOOTHIES MENTA;13810;Smusi Menta;12; ; ;11;SS ALCOOL; ; ;2;TVA 10%;2;TVA 10%;64;26;COCKTAILS -->; ;; ;SMOOTHIES MENTA;
201;MARGARITA;13811;MARGARITA;15; ; ;12;ALCOOL; ; ;1;TVA 20%;1;TVA 20%;64;26;COCKTAILS -->; ;; ;MARGARITA;
202;MAG SYMPHONIE ROSE ;13310;MAG SYMPHONIE ROSE 2015;85; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;MAG SYMPHONIE ROSE ;
203;CH.MINUTY ROSE;13296;CH.MINUTY ROSE;50; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;CH.MINUTY ROSE;
204;MAG CH.MINUTY ROSE;13295;MAG CH.MINUTY ROSE;100; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;MAG CH.MINUTY ROSE;
205;TOMATE;12640;TOMATE;7; ; ;12;ALCOOL;15;APERITIFS;1;TVA 20%;1;TVA 20%;64;5; APERITIFS -->; ;; ;;
206;PERROQUET;12484;PERROQUET;7; ; ;12;ALCOOL;15;APERITIFS;1;TVA 20%;1;TVA 20%;64;5; APERITIFS -->; ;; ;;
207;MAURESQUE;12434;MAURESQUE;7; ; ;12;ALCOOL;15;APERITIFS;1;TVA 20%;1;TVA 20%;64;5; APERITIFS -->; ;; ;;
208;MACALAN RARE CASK;13969;MACALAN RARE CASK;590; ; ;12;ALCOOL;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;58;BOUT WHISKY; ;; ;MACALAN RARE CASK;
209;DOMAINE OTT/SELLE ROSE;13656;DOMAINE OTT/SELLE ROSE;60; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;DOMAINE OTT/SELLE ROSE;
210;CH.D'ESCLANS/GARRUS 2014;12538;CH.D'ESCLANS/GARRUS 2014;150; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;CH.D'ESCLANS/GARRUS 2014;
211;KIR;12378;KIR;10; ; ;12;ALCOOL;15;APERITIFS;1;TVA 20%;1;TVA 20%;64;5; APERITIFS -->;24;CHOIX KIRS -->; ;;
212;MAG CH.D'ESCLANS GARRUS 2015;12411;MAG CH.D'ESCLANS GARRUS 2015;300; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;MAG CH.D'ESCLANS GARRUS 2015;
213;KIR ROYAL;12379;KIR ROYAL;15; ; ;12;ALCOOL;15;APERITIFS;1;TVA 20%;1;TVA 20%;64;5; APERITIFS -->;24;CHOIX KIRS -->; ;;
214;VISTAMARE 2015;13110;VISTAMARE 2015;100; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;57;TOSCANE -->; ;; ;VISTAMARE 2015;
215;CERVARO DELLA SALA BL;12232;CERVARO DELLA SALA BL;120; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;57;TOSCANE -->; ;; ;BT.CERVARO DELLA SALA 2014;
216;MONKEY 0.5;13814;MONKEY 0.5;80; ; ;12;ALCOOL;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;59;BOUT GIN; ;; ;MONKEY 0.5;
217;BRANDY CHEVALIER;13815;BRANDY CHEVALIER;35; ; ;12;ALCOOL;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;48;COGNAC/ARMAGNAC -->; ;; ;BRANDY CHEVALIER;
218;RHUM SEVERIN;13816;RHUM SEVERIN;85; ; ;12;ALCOOL;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;61;BOUT RHUM; ;; ;RHUM SEVERIN;
219;LIVIO FELUGA ;13106;LIVIO FELUGA;70; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;11;VENEZIA -->; ;; ;LIVIO FELUGA ;
220;PINOT GRIGIO GRIS 2015;13107;PINOT GRIGIO GRIS 2015;80; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;11;VENEZIA -->; ;; ;PINOT GRIGIO GRIS 2015;
221;SAUVIGNON PICOL 2015;13116;SAUVIGNON PICOL 2015;90; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;11;VENEZIA -->; ;; ;SAUVIGNON PICOL 2015;
222;RHUM DICTATOR;13817;RHUM DICTATOR;130; ; ;12;ALCOOL;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;61;BOUT RHUM; ;; ;RHUM DICTATOR;
223;LIQ MOZART;13818;LIQ MOZART;45; ; ;12;ALCOOL;20;ALCOOLS;1;TVA 20%;1;TVA 20%;64;54;DIGESTIFS -->; ;; ;LIQ MOZART;
224;WERE DREAMS 2014;13109;WERE DREAMS 2014;125; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;11;VENEZIA -->; ;; ;WERE DREAMS 2014;
225;FORMAGIO MIX;13823;FORMAGIO MIX;20; ; ;1;ENTREE; ; ;2;TVA 10%;2;TVA 10%;64;16;ENTREES FROIDES; ;; ;FORMAGIO MIX;
226;GAVI DEI GAVI 2016;12327;GAVI DEI GAVI 2016;60; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;GAVI DEI GAVI 2015;
227;LANGHE CHARD ROSSJ-BASS 2015;13105;LANGHE CHARD ROSSJ-BASS 2015;170; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;LANGHE CHARD ROSSJ-BASS 2015;
228;BARBERA ASTI DOP;13837;BARBERA ASTI DOP;50; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;BARBERA ASTI DOP;
229;LANGHE/NASCETTA;13838;LANGHE/NASCETTA;70; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;LANGHE/NASCETTA;
230; APERITIFS -->; ; APERITIFS -->;2,54; ; ;12;ALCOOL;15;APERITIFS;1;TVA 20%;1;TVA 20%;67;5; APERITIFS -->; ;; ;;
231;LANGHE SAUV ALTENI 2012;13646;LANGHE SAUV ALTENI 2012;230; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;LANGHE SAUV ALTENI 2012;
232;LANGHE GAIA REY 2014;12385;LANGHE GAIA REY 2014;420; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;LANGHE GAIA REY 2014;
233;MAG LANGHE GAIA REY 2009;12414;MAG LANGHE GAIA REY 2009;1450; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;10;PIEMONT -->; ;; ;MAG LANGHE GAIA REY 2009;
234;CHARDONNAY GRAND CRU RAPITALA ;13111;CHARDONNAY GRAND CRU RAPITALA 2014;65; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;12; SICILE ->; ;; ;CHARDONNAY GRAND CRU RAPITALA ;
235;STELLENBOSCH 2015;13673;BT.STELLENBOSCH 2015;70; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;67;VINS ETRANGER; ;; ;BT.STELLENBOSCH 2015;
236;CLOUDY BAY 2015;13672;CLOUDY BAY 2015;80; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;67;VINS ETRANGER; ;; ;CLOUDY BAY 2015;
237;PALETTE RG 2014;13634;PALETTE RG 2014;72; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;PALETTE RG 2014;
238;BANDOL RG 2013;13635;BANDOL RG 2013;80; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;BANDOL RG 2013;
239;DOMAINE TREVALLON 2005;12525;DOMAINE TREVALLON 2005;140; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;DOMAINE TREVALLON 2005;
240;TREVALLON ALPILLES 2013;12796;TREVALLON ALPILLES 2013;120; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;TREVALLON ALPILLES 2013;
241;COTES DU ROUSSILLON 2012;13636;COTES DU ROUSSILLON 2012;60; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;8;LANGUEDOC -->; ;; ;COTES DU ROUSSILLON 2012;
242;V.D.P.GARD;13637;V.D.P.GARD;100; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;8;LANGUEDOC -->; ;; ;V.D.P.GARD;
243;ROUSSILLON PAS DE PAS;13089;ROUSSILLON PAS DE PAS;110; ; ;13;VIN ROUGE; ; ;1;TVA 20%;1;TVA 20%;64;8;LANGUEDOC -->; ;; ;ROUSSILLON PAS DE PAS;
244;PIC SAINT LOUP/CLOS MARIE 2012;12859;PIC SAINT LOUP/CLOS MARIE 2012;130; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;8;LANGUEDOC -->; ;; ;PIC SAINT LOUP/CLOS MARIE 2012;
245;ROUSSILON VILL/MUNTADA 2013;13638;ROUSSILON VILL/MUNTADA 2013;180; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;8;LANGUEDOC -->; ;; ;ROUSSILON VILL/MUNTADA 2013;
246;MORGON COTE DU PY;13125;MORGON COTE DU PY;60; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;MORGON COTE DU PY;
247;ALSACE; ; APERITIFS -->;2,54;;;;;;;;;;;67;66;ALSACE;;;;;
248;VINS ETRANGER; ; APERITIFS -->;2,54;;;;;;;;;;;67;67;VINS ETRANGER;;;;;
249;TAITTINGER ROSE;13082;TAITTINGER ROSE;300; ; ;17;CHAMP ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;14;CHAMPAGNE -->; ;; ;TAITTINGER ROSE;
250;ALTER EGO;13839;ALTER EGO;190; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;4;BORDEAUX  -->; ;; ;ALTER EGO;
251;ZUNINO CHARDONNAY;13840;ZUNINO;45; ; ;15;VIN BLANC;22;VINS;1;TVA 20%; ; ;64;67;VINS ETRANGER; ;; ;ZUNINO;
252;MAS LA PLANA;13842;MAS LA PLANA;120; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;67;VINS ETRANGER; ;; ;MAS LA PLANA;
253;CORNAS 2014;13212;CORNAS 2014;80; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%; ; ;64;7;RHONE -->; ;; ;CORNAS 2014;
254;CHATEAUNEUF DU PAPE/VIEUX 2013;13640;CHATEAUNEUF DU PAPE/VIEUX 2013;135; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;CHATEAUNEUF DU PAPE/VIEUX 2013;
255;TWIN OAKS;13843;TWIN OAKS;60; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%; ; ;64;67;VINS ETRANGER; ;; ;TWIN OAKS;
256;PERNAND VERGELESSES 1ER;13075;PERNAND VERGELESSES 1ER;70; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;PERNAND VERGELESSES 1ER;
257;VOLNEY VIELLES VIGNES 2014;13641;VOLNEY VIELLES VIGNES 2014;90; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;VOLNEY VIELLES VIGNES 2014;
258;GEVREY CHAMBERTIN 1ER CRU;13124;BT.GEVREY CHAMBERTIN 1ER CRU 2013;140; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%; ; ;64;6;BOURGOGNE  -->; ;; ;BT.GEVREY CHAMBERTIN 1ER CRU;
259;MAG GEVREY CHAMBER 1ER 2009;12412;MAG GEVREY CHAMBER 1ER 2009;520; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;MAG GEVREY CHAMBER 1ER 2009;
260;NUITS ST GEORGES 1ER CRU RG;13642;NUITS ST GEORGES 1ER CRU RG;150; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;NUITS ST GEORGES 1ER CRU RG;
261;BONNES MARES/CLAIR 2013;12828;BONNES MARES/CLAIR 2013;450; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;BONNES MARES/CLAIR 2013;
262;SAUMUR/MOTELLES ;13643;SAUMUR/MOTELLES ;60; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;9;LOIRE  -->; ;; ;SAUMUR/MOTELLES ;
263;LA CALISSE 2015;13084;LA CALISSE 2015;45; ; ;15;VIN BLANC;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;LA CALISSE 2015;
264;LA CALISSE ROSE ;13086;LA CALISSE ROSE ;45; ; ;14;VIN ROSE;22;VINS;1;TVA 20%;1;TVA 20%;64;3;PROVENCE -->; ;; ;LA CALISSE ROSE ;
265;GEVREY CH.1ER;13844;GEVREY CH.1ER;140; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;6;BOURGOGNE  -->; ;; ;GEVREY CH.1ER;
266;SAINT JOSEPH VERNAY 2014;13845;SAINT JOSEPH VERNAY 2014;70; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;7;RHONE -->; ;; ;SAINT JOSEPH VERNAY 2014;
267;LODAI 2011;12399;LODAI 2011;50; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;57;TOSCANE -->; ;; ;LODAI 2011;
268;LA DIFESE 2014;13297;LA DIFESE 2014;65; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;57;TOSCANE -->; ;; ;LA DIFESE 2014;
269;CHIANTI ANTINORI;12241;CHIANTI ANTINORI;80; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;57;TOSCANE -->; ;; ;BT.CHIANTI ANTINORI 2010;
270;LE SERRE NUOVE BOLGHERI 2014;13114;LE SERRE NUOVE BOLGHERI 2014;130; ; ;13;VIN ROUGE;22;VINS;1;TVA 20%;1;TVA 20%;64;57;TOSCANE -->; ;; ;LE SERRE NUOVE BOLGHERI 2014;
